timestamp,sensorName,value
2023-10-13T13:33:38.093833,Sensor_595,31.014756467751237
2023-10-13T13:33:38.093847,Sensor_340,4.47319438636582
2023-10-13T13:33:38.093855,Sensor_177,10.537633007105507
2023-10-13T13:33:38.093859,Sensor_921,65.67470002068931
2023-10-13T13:33:38.093863,Sensor_58,11.563160207771428
2023-10-13T13:33:38.093866,Sensor_895,16.248135212288794
2023-10-13T13:33:38.093869,Sensor_489,83.40415501148806
2023-10-13T13:33:38.093873,Sensor_913,42.69981632854423
2023-10-13T13:33:38.093876,Sensor_415,30.15288434069563
2023-10-13T13:33:38.093879,Sensor_417,18.87045754472266
2023-10-13T13:33:38.093893,Sensor_331,7.375057060212042
2023-10-13T13:33:38.093897,Sensor_148,80.67222507700947
2023-10-13T13:33:38.093900,Sensor_372,77.0747326907474
2023-10-13T13:33:38.093903,Sensor_720,43.38014667632739
2023-10-13T13:33:38.093906,Sensor_631,32.7584149543124
2023-10-13T13:33:38.093909,Sensor_128,5.041222314807426
2023-10-13T13:33:38.093912,Sensor_862,17.229112871274342
2023-10-13T13:33:38.093915,Sensor_248,48.20030438906545
2023-10-13T13:33:38.093919,Sensor_48,22.442541881962043
2023-10-13T13:33:38.093922,Sensor_222,86.81884416585649
2023-10-13T13:33:38.093925,Sensor_767,76.34024574278659
2023-10-13T13:33:38.093928,Sensor_768,24.671571586665763
2023-10-13T13:33:38.093931,Sensor_204,85.57317147729775
2023-10-13T13:33:38.093934,Sensor_767,89.2468356839757
2023-10-13T13:33:38.093937,Sensor_74,58.2716696860452
2023-10-13T13:33:38.093940,Sensor_906,41.86890354343038
2023-10-13T13:33:38.093943,Sensor_886,10.753019771123974
2023-10-13T13:33:38.093946,Sensor_271,0.3969275811719686
2023-10-13T13:33:38.093949,Sensor_433,19.966380729059686
2023-10-13T13:33:38.093952,Sensor_685,94.74998175766424
2023-10-13T13:33:38.093955,Sensor_32,82.41360968756045
2023-10-13T13:33:38.093958,Sensor_374,31.507329194242217
2023-10-13T13:33:38.093961,Sensor_658,98.02436490070728
2023-10-13T13:33:38.093964,Sensor_397,43.74317618050387
2023-10-13T13:33:38.093967,Sensor_174,84.30054558905185
2023-10-13T13:33:38.093970,Sensor_966,24.306777125415934
2023-10-13T13:33:38.093973,Sensor_161,43.647874751330406
2023-10-13T13:33:38.093976,Sensor_287,17.54849872502828
2023-10-13T13:33:38.093979,Sensor_984,9.89991287254931
2023-10-13T13:33:38.093982,Sensor_247,94.52674222589181
2023-10-13T13:33:38.093985,Sensor_766,68.69444694433221
2023-10-13T13:33:38.093989,Sensor_764,78.2905911644984
2023-10-13T13:33:38.093991,Sensor_694,40.532142270850116
2023-10-13T13:33:38.093994,Sensor_947,22.154435698076036
2023-10-13T13:33:38.093997,Sensor_636,66.39844977071687
2023-10-13T13:33:38.094000,Sensor_362,22.993218601664246
2023-10-13T13:33:38.094003,Sensor_658,99.53453445414054
2023-10-13T13:33:38.094006,Sensor_761,53.28393737552356
2023-10-13T13:33:38.094009,Sensor_672,60.832408283127094
2023-10-13T13:33:38.094012,Sensor_185,54.75958873927757
2023-10-13T13:33:38.094015,Sensor_53,72.33194219068169
2023-10-13T13:33:38.094019,Sensor_945,47.77797277064953
2023-10-13T13:33:38.094022,Sensor_283,79.74447555505515
2023-10-13T13:33:38.094025,Sensor_288,66.45604300260403
2023-10-13T13:33:38.094028,Sensor_673,67.35736469654205
2023-10-13T13:33:38.094031,Sensor_916,71.67985082622255
2023-10-13T13:33:38.094034,Sensor_20,6.085514416748239
2023-10-13T13:33:38.094037,Sensor_958,80.616403285626
2023-10-13T13:33:38.094040,Sensor_336,28.699045596028473
2023-10-13T13:33:38.094043,Sensor_828,55.86301881241973
2023-10-13T13:33:38.094046,Sensor_817,85.61929985111968
2023-10-13T13:33:38.094049,Sensor_550,6.117020837181331
2023-10-13T13:33:38.094052,Sensor_571,65.73480003106233
2023-10-13T13:33:38.094055,Sensor_683,24.6149179351021
2023-10-13T13:33:38.094058,Sensor_983,40.2680189207962
2023-10-13T13:33:38.094062,Sensor_265,38.42445074206445
2023-10-13T13:33:38.094065,Sensor_619,36.859937216308424
2023-10-13T13:33:38.094068,Sensor_246,23.45673683348877
2023-10-13T13:33:38.094071,Sensor_214,14.764147375885916
2023-10-13T13:33:38.094074,Sensor_293,81.58428821612905
2023-10-13T13:33:38.094077,Sensor_962,76.74043844112593
2023-10-13T13:33:38.094080,Sensor_413,57.9614868517354
2023-10-13T13:33:38.094083,Sensor_202,29.8517793618172
2023-10-13T13:33:38.094086,Sensor_163,43.11474915355522
2023-10-13T13:33:38.094089,Sensor_870,3.1508915973230023
2023-10-13T13:33:38.094092,Sensor_830,80.94053352576339
2023-10-13T13:33:38.094095,Sensor_501,2.704318236449088
2023-10-13T13:33:38.094099,Sensor_815,48.76424390000421
2023-10-13T13:33:38.094102,Sensor_451,34.959293032918396
2023-10-13T13:33:38.094105,Sensor_427,11.201643112063431
2023-10-13T13:33:38.094109,Sensor_132,17.35745781013821
2023-10-13T13:33:38.094112,Sensor_589,52.13535479812118
2023-10-13T13:33:38.094115,Sensor_155,71.07991920077228
2023-10-13T13:33:38.094118,Sensor_872,24.1113708226668
2023-10-13T13:33:38.094121,Sensor_614,9.55162175006896
2023-10-13T13:33:38.094124,Sensor_957,86.33696333905677
2023-10-13T13:33:38.094127,Sensor_542,18.601570934648347
2023-10-13T13:33:38.094130,Sensor_200,51.532829388122096
2023-10-13T13:33:38.094133,Sensor_491,70.12928265488813
2023-10-13T13:33:38.094136,Sensor_938,96.32103266160156
2023-10-13T13:33:38.094139,Sensor_738,71.68455824142642
2023-10-13T13:33:38.094142,Sensor_708,2.077715977540129
2023-10-13T13:33:38.094145,Sensor_302,73.03229656087179
2023-10-13T13:33:38.094148,Sensor_579,39.17184763702184
2023-10-13T13:33:38.094152,Sensor_625,45.09237635684118
2023-10-13T13:33:38.094155,Sensor_35,74.94537057639589
2023-10-13T13:33:38.094158,Sensor_802,75.01858674896931
2023-10-13T13:33:38.094161,Sensor_480,34.38647014535109
2023-10-13T13:33:38.094164,Sensor_260,77.51933727999707
2023-10-13T13:33:38.094167,Sensor_481,43.4775329945421
