timestamp,sensorName,value
2023-10-13T13:33:38.098840,Sensor_180,43.25309754116839
2023-10-13T13:33:38.098861,Sensor_469,72.56812504584855
2023-10-13T13:33:38.098867,Sensor_777,35.12607534984794
2023-10-13T13:33:38.098870,Sensor_951,88.4752772180608
2023-10-13T13:33:38.098874,Sensor_502,10.855995690289921
2023-10-13T13:33:38.098877,Sensor_761,29.164358068298334
2023-10-13T13:33:38.098880,Sensor_69,97.29941037354511
2023-10-13T13:33:38.098884,Sensor_136,55.28918349335164
2023-10-13T13:33:38.098887,Sensor_765,98.38525882696497
2023-10-13T13:33:38.098891,Sensor_940,16.673225376955024
2023-10-13T13:33:38.098894,Sensor_175,43.29414616256195
2023-10-13T13:33:38.098897,Sensor_391,81.79230125932635
2023-10-13T13:33:38.098901,Sensor_377,80.59062952960461
2023-10-13T13:33:38.098904,Sensor_592,80.80199249626165
2023-10-13T13:33:38.098907,Sensor_701,38.38722026072725
2023-10-13T13:33:38.098910,Sensor_817,70.53308780030086
2023-10-13T13:33:38.098914,Sensor_953,16.20944347120191
2023-10-13T13:33:38.098917,Sensor_432,93.69750979646409
2023-10-13T13:33:38.098921,Sensor_51,66.53276793419754
2023-10-13T13:33:38.098924,Sensor_137,70.19407890482464
2023-10-13T13:33:38.098928,Sensor_758,46.72292517599496
2023-10-13T13:33:38.098931,Sensor_158,3.5840680630947475
2023-10-13T13:33:38.098934,Sensor_226,54.55824762236175
2023-10-13T13:33:38.098938,Sensor_228,4.3874225235596365
2023-10-13T13:33:38.098941,Sensor_39,59.51409954611634
2023-10-13T13:33:38.098944,Sensor_1,35.1012347324993
2023-10-13T13:33:38.098948,Sensor_26,33.27058513111029
2023-10-13T13:33:38.098951,Sensor_246,77.01302953577238
2023-10-13T13:33:38.098954,Sensor_597,74.3602876381339
2023-10-13T13:33:38.098957,Sensor_931,10.554796484419137
2023-10-13T13:33:38.098961,Sensor_410,28.8056881772764
2023-10-13T13:33:38.098964,Sensor_99,10.460458555491547
2023-10-13T13:33:38.098968,Sensor_991,8.666247309520504
2023-10-13T13:33:38.098971,Sensor_313,61.19273479686728
2023-10-13T13:33:38.098975,Sensor_432,77.52500640780487
2023-10-13T13:33:38.098978,Sensor_442,59.93805379632357
2023-10-13T13:33:38.098982,Sensor_284,98.64516963187945
2023-10-13T13:33:38.098985,Sensor_538,15.443208668222109
2023-10-13T13:33:38.098988,Sensor_761,81.60631282938047
2023-10-13T13:33:38.098991,Sensor_325,95.31967634183225
2023-10-13T13:33:38.098995,Sensor_316,28.9665003078866
2023-10-13T13:33:38.098998,Sensor_972,15.346378450227949
2023-10-13T13:33:38.099001,Sensor_487,64.89576103207341
2023-10-13T13:33:38.099005,Sensor_567,95.51329724377061
2023-10-13T13:33:38.099008,Sensor_996,37.78316954063977
2023-10-13T13:33:38.099011,Sensor_87,93.12699863594146
2023-10-13T13:33:38.099014,Sensor_414,19.024293698632544
2023-10-13T13:33:38.099018,Sensor_475,65.93477482737507
2023-10-13T13:33:38.099021,Sensor_309,62.073848142031586
2023-10-13T13:33:38.099024,Sensor_913,33.80915927848691
2023-10-13T13:33:38.099027,Sensor_774,27.79946665424128
2023-10-13T13:33:38.099031,Sensor_827,35.153573200542844
2023-10-13T13:33:38.099034,Sensor_532,82.15827623141254
2023-10-13T13:33:38.099038,Sensor_56,97.0597538290606
2023-10-13T13:33:38.099041,Sensor_547,29.317071024187825
2023-10-13T13:33:38.099044,Sensor_34,38.06428166875612
2023-10-13T13:33:38.099048,Sensor_511,69.8598290423485
2023-10-13T13:33:38.099051,Sensor_914,49.236764251981356
2023-10-13T13:33:38.099054,Sensor_96,90.39530703993844
